texto_limpo,label
montagem foto manuela ávila tatuagens che guevara lenin,0.0
senador ciro nogueira lança pré candidatura governo piauí,1.0
live sandy junior veja data horário assistir,1.0
mulheres política menos corrupção menos morte crianças saúde,1.0
texto engana dizer cloroquina cura pacientes covid,0.0
oms planeja aprovar vacinas diversas empresas agilizar imunização globalmente,1.0
eua querem brasil integre ocde diz embaixada,1.0
foto mostra contrato aposta candidatos eleições boato,0.0
paulo guedes gastar viagra,0.0
aranha rabo cobra encontrado dona casa mostra foto boato,0.0
cotado relator câmara quer punição específica financia difusão fake news,1.0
telemedicina favelas facilita atendimento moradores durante pandemia,1.0
novo estudo descarta elo tipo sanguíneo incidência covid,1.0
lewandowski determina recursos negros valem eleições,1.0
fake ziraldo fez defesa cloroquina criticou faz campanha contra remédio,0.0
nova york detecta primeiro caso variante contagiosa coronavírus,1.0
ministério saúde apoia ampliação farmácias vivas todo país,1.0
terrorista muçulmano flagrar catedral notre dame,0.0
pais correm risco morrer atitude médicos fazem alerta participa festas ano novo,1.0
anvisa começa análise dados vacina contra covid brasil processo pode acelerar registro,1.0
dezenas corpos encontrados caminhões mudança nova york,1.0
montagem capa the new york times sobre atos pró bolsonaro maio,0.0
fake gleisi hoffmann afirmou twitter caminhoneiros devem fazer greve mostrar bolsonaro força têm,0.0
cotonete pcr chega nasofaringe coletar amostras exatas pouca carga viral,0.0
jornal secom anunciou divulgado canais suspeitos fake news,1.0
fake enchente cubatão provocada abertura barragem,0.0
provas renan calheiros soubesse irregularidades compra covaxin,0.0
homem papel diabo vencer jesus desfilar morrer carbonizar,0.0
mapa online mostra livrarias abertas brasil durante quarentena,1.0
whatsapp vai bloqueado horas partir hoje boato,0.0
bolsonaro vai chegar fraco pode estimular movimentos golpistas avalia kennedy alencar,1.0
ronaldo caiado divulga áudio atacando alexandre moraes doria psdb boato,0.0
mcdonald suspende serviços salões restaurantes eua,1.0
agência reguladora europa inicia revisão contínua vacina curevac contra covid,1.0
semana bolsonaro esculhambou vez presidência república,1.0
assessor flávio bolsonaro determinante esquema diz mprj,1.0
levado governo jorge oliveira mendonça ponte toffoli cotado stf,1.0
presidente acusa bolsonaro fazer propaganda eleitoral,1.0
país vive clima fim feira capitão vai praia dando risada,1.0
foto mostrar umar vacinação obrigatório covid peru,0.0
três filhos bilionários filantropos bill melinda gates vacinados,0.0
governador paulo câmara anunciou lockdown pernambuco boato,0.0
trem bala japão alcançar umar velocidade,0.0
robert kennedy escreve texto aponta vacina mrna contra covid altera dna boato,0.0
foto mostrar lula vestir camiseta estampar morar cadeia verdade,0.0
fake prefeituras médicos diagnosticam casos covid atestam óbitos doença recebem dinheiro cada paciente,0.0
fake capa charlie hebdo sátira jair bolsonaro,0.0
espero brasil fique fim fila diz cientista sobre vacina,1.0
nikita khrushchev disse filhos filhos viverão sob comunismo anos boato,0.0
fotos mostram brigadistas ong alter chão gastando dinheiro ganharam wwf dicaprio boato,0.0
fake secretaria saúde pernambuco distribuiu caixas álcool gel areia hospitais,0.0
lula gabinete dentro curitiba despachar boato,0.0
fake mensagem diz após reforma previdência aprovada liberado saque fundo previdenciário,0.0
bolsonaro acabou dia bruxas transformou dia evangelho boato,0.0
fake suzane von richthofen recebida ativistas direitos humanos sair prisão,0.0
fake vídeos mostrem dono localiza criticando ações combate coronavírus,0.0
gugu liberato assassinado morte apresentador acidente boato,0.0
projeto abigail aterrorizante projeto área realmente existiu,0.0
ong denuncia morte profissionais saúde três dias venezuela,1.0
facebook remove anúncio campanha trump conter símbolo semelhante usado nazistas,1.0
presidiário flagrar comemorar decisão stf soltar lula,0.0
sinovac defende coronavac após dados eficácia brasil,1.0
testes tuberculose diminuíram março abril diz saúde,1.0
umar ong flagrar roubar diamante tonelada,0.0
covas discute repórter ricardo nunes fico horrorizado,1.0
fake governo russo soltou leões ruas amedrontar população fazê ficar casa conta coronavírus,0.0
justiça torna réus manifestantes fizeram ato contra alexandre moraes,1.0
live bolsonaro mente sobre coronavac apuração votos,0.0
sérgio morar acabar eleito líder mundial pelar revisto fortune,0.0
exames sangue provaram bolsonaro envenenado chumbo,0.0
foto mostrar umar polêmica campanha pré lançamento playstation,0.0
coca cola beapp aplicativo streaming oferecerão shows dias,1.0
uol entrevista deputada manuela ávila derrotada porto alegre,1.0
sheik árabe vai investir bilhões flamengo construir estádio brasil boato,0.0
enxergar corar diferente foto tênis significar predominante cérebro,0.0
fábio faria bolsonaro acredita pesquisas,1.0
blitz partir amanhã apreender moto carro documento atrasado boato,0.0
justiça determina roger abdelmassih retorne prisão,1.0
vídeo diretor oms tirado contexto validar discurso bolsonaro,0.0
fiocruz libera distribuição milhões doses vacina oxford,1.0
psol entram ação stf contra autonomia banco central,1.0
contaminação causou casos covid dentro cruzeiro japão aponta estudo harvard,1.0
tuíte engana questionar compra vacinas governo,0.0
homem flagrar bater criança espancar prisão,0.0
carrefour cartão negativados aprovação imediata site whatsapp boato,0.0
egito aprova vacina chinesa sinopharm contra covid,1.0
trump deixa casa branca helicóptero despede dizendo breve,1.0
fake vacina pfizer chip microsoft prevenir efeitos colaterais,0.0
colômbia estende fechamento fronteiras terrestres fluviais junho,1.0
decotelli atualiza currículo diz ministro educação dias junho,1.0
general mourão faz texto agradecimento insetos brasil boato,0.0
ministério saúde destaca ações realizadas população indígena,1.0
muçulmano protestar ruir corpo terrorista esquecer tirar bomba corpo morto,0.0
trump chamou bolsonaro javier bolsonaro deixou seguir twitter boato,0.0
estudo cloroquina contra covid retirado junho outros atestam ineficácia,0.0
após críticas bolsonaro troca pronome usa exército visita,1.0
brasileira navio atracado roma descobre páscoa covid,1.0
formulário pede dados receber benefício emergencial falso,0.0
bancos avaliam flexibilizar crédito consignado afetados crise,1.0
brasil chanceler procuraria biden,1.0
amazon celebra aniversário anos presentes grátis whatsapp boato,0.0
profissional saúde reação alérgica grave vacina pfizer eua,1.0
pazuello diz bolsonaro pessoalmente fará campanha vacinação,1.0
pesquisador francês falta peça quebra cabeça origem covid,1.0
cacho gigante uva israel umar provar bíblia verdadeiro,0.0
mensagens virais sobre sintomas variante delta covid enganosas,0.0
simpsons prever vitória joe biden eleição,0.0
pib brasil ultrapassa reino unido mundo boato,0.0
vídeo mostrar umar lula gigante capturar homem,0.0
bolsonaro diz pandemia pode fabricada desdenha pedidos impeachment,1.0
fake lei determina uso máscara obrigatório todo brasil,0.0
toras apreendidas ação contra desmatamento ilegal doadas festa igreja,0.0
bolsonaro aplaude pazuello exército inquieta,1.0
barra torres declarações bolsonaro sobre vacinas parte guerra política,1.0
missionária cristã boca costurada afegãos islâmicos boato,0.0
gretar thunberg parir chinês parar hashi árvore desmatamento,0.0
jair bolsonaro eleito personalidade ano revista time,0.0
engemax engmax construtora vagas emprego nova fábrica boato,0.0
ministro economia finanças venezuela flagrado fazendo compras eua boato,0.0
associação brasileira infectologia abi obriga médicos assinar termo receitarem tratamento precoce boato,0.0
bolsonaro gastou zero reais cartão presidencial enquanto lula gastou milhões dilma gastou milhões boato,0.0
tempo sergio camargo frente fundação palmares precisa acabar,1.0
vítima coronavírus medicada três vezes xarope ubs diz filho,1.0
ganhadora loteria eua vai doar milhão boato,0.0
programa renda cidadã emergencial inscrições abertas site whatsapp boato,0.0
fake foto olhos sangrando calçada mostre intervenção artística recife,0.0
resultado extraordinário diante derrota diz manuela,1.0
três irmãos norte americanos diagnosticados tipo câncer,1.0
relator pec emergencial contra fatiamento menor cabimento,1.0
coronavírus paciente piauí testa positivo semanas após recuperação,1.0
guarda esquina violento temido empoderado bolsonaro,1.0
comissária onu cobra governo brasil exemplo luta contra pandemia,1.0
paciente dias uti marido alta isolamento,1.0
chineses vendem sapos vivos caminhonete após pandemia covid boato,0.0
inaugura hospital campanha capital atraso menos leitos,1.0
filha queiroz interrompeu repasses pai saber investigação,1.0
fontes russas disparam enxurrada desinformação sobre coronavírus diz comissão europeia,1.0
irmão lázaro vivo homem revela vídeo morreu boato,0.0
coronavírus propõe redução jornada trabalho evitar demissões,1.0
foto mostrar bancada psl posar frente ícone comunismo verdade,0.0
fake medida provisória determina suspensão aposentadoria idosos saírem ruas meio pandemia coronavírus,0.0
fake ingestão alimentos alcalinos combate novo coronavírus,0.0
bolsonaro determina colocação cpf apostas mega sena boato,0.0
afastamento basta diz isa penna após decisão cidadania sobre cury,1.0
texto militar crítico salles circula oficiais,1.0
vídeo usa informações falsas dizer lockdown inútil pico covid ficou trás,0.0
tasso diz bolsonaro popularidade reeleger pede união,1.0
considero garantista diz kassio marques,1.0
leandro lehart contar uti difícil perigoso,1.0
imagem feita lituânia circula manifestantes pró bolsonaro,0.0
stf dispensa aval sindicatos acordos trabalhistas durante pandemia,1.0
lufthansa retomará voos destinos partir meados junho,1.0
redução multa fgts valerá jovens deverá acordada contrato,0.0
fake defesa civil fez alerta chuva ácida causa queimadas amazônia,0.0
deputados chamam teich explicar estratégia combate coronavírus,1.0
casamento jair bolsonaro michelle chegou fim boato,0.0
vídeo engana atribuir protesto bélgica profissionais saúde paulo,0.0
itália maior número novos casos covid quase meses,1.0
chineses cuspindo elevadores locais públicos espalhar coronavírus boato,0.0
índia aprova uso emergencial vacina oxford,1.0
jair bolsonaro confunde bagunça atividade,1.0
fake lula comprou mansão milhões bahia,0.0
cármen lúcia manda governo enviar cada ministro stf suposto dossiê contra opositores,1.0
método mostra usar whatsapp precisar internet boato,0.0
fake foto mostre sergio moro rodrigo maia encontro após pedido demissão ministro,0.0
anvisa divulga orientações vacinação farmácias,1.0
deputado bolsonarista reverte aposentadoria volta ministério saúde,1.0
filas inss governo decide convocar peritos aposentados,1.0
joice hasselmann contratou atores atuarem mendigos cracolândia boato,0.0
bolsonaro diz namora patriota quer autoridade partido,1.0
tse finaliza totalização votos três horas atraso,1.0
vídeo mulher pisando criança deve compartilhado presa boato,0.0
recolhimento biscoito liga sinal alerta pais crianças alergia leite,1.0
reino unido deve ter pico mortes duas três semanas diz governo,1.0
vitória negacionismo diz diretor butantan sobre covid brasil,1.0
covid estudo usp analisa eficácia colchicina cloroquina,0.0
vacinaja vacinaja gov site fake aplica golpes boato,0.0
lira cobra pazuello soluções nega pressão saída ministro,1.0
maia adia votação pec municípios dar tempo governo,1.0
peruca donald trump sugada turbina avião durante entrevista boato,0.0
fake nóis urnas eletrônicas podem hackeadas,0.0
receitas interrompem meses queda déficit governo central segue explosivo agosto,1.0
tuítes atribuir jeanine añez verdadeiro falso,0.0
foto mostra caçador segurando maior gafanhoto mundo,0.0
fake lula grampeado falando queria assassinato palocci prisão,0.0
senador arolde oliveira internado covid diz assessoria,1.0
fake governo federal distribuído kits anti covid medicamentos estados municípios,0.0
fake israel adotou apenas isolamento idosos enfrentar coronavírus,0.0
